INFO: [SIM 2] *************** CSIM start ***************
INFO: [SIM 4] CSIM will launch GCC as the compiler.
   Compiling ../../../../core.cpp in debug mode
   Generating csim.exe


A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 
A = 1 B = 1 RES = 0, OP = 1, SELEC = 0 


A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 
A = 2 B = 3 RES = 30, OP = 10, SELEC = 1 


A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 
A = 45 B = 45 RES = 1, OP = 9, SELEC = 2 


INFO [HLS SIM]: The maximum depth reached by any hls::stream() instance in the design is 50
INFO: [SIM 1] CSim done with 0 errors.
INFO: [SIM 3] *************** CSIM finish ***************
